,issue_key,issue_type,project_key,created,epic_link,has_change_story_point_sprint,summary,description,acceptance_criteria,summary_description_acceptance,original_story_points_sprint,creator,reporter,priority,num_all_changes,story_point,num_bugs_issue_link,num_comments,num_issue_links,num_sprints,num_changes_story_points_new,num_changes_summary_description_acceptance,num_sub_tasks,num_changes_sprint,num_changes_story_points_new_sprint,num_comments_before_sprint,num_comments_after_sprint,num_changes_text_before_sprint,num_changes_story_point_before_sprint,time_add_to_sprint,original_summary_sprint,original_description_sprint,original_acceptance_criteria_sprint,num_changes_summary_sprint,num_changes_description_sprint,num_changes_acceptance_criteria_sprint,num_different_words_all_text_sprint,num_ratio_words_all_text_sprint,original_summary_description_acceptance_sprint,num_changes_summary_description_acceptance_sprint,is_change_text_num_words_1,is_change_text_num_words_5,is_change_text_num_words_10,is_change_text_num_words_15,is_change_text_num_words_20,is_change_text_sp_sprint,time_until_add_to_sprint,num_issues_cretor_prev,num_unusable_issues_cretor_prev_text_word_1,num_unusable_issues_cretor_prev_text_word_1_ratio,num_unusable_issues_cretor_prev_text_word_5,num_unusable_issues_cretor_prev_text_word_5_ratio,num_unusable_issues_cretor_prev_text_word_10,num_unusable_issues_cretor_prev_text_word_10_ratio,num_unusable_issues_cretor_prev_text_word_15,num_unusable_issues_cretor_prev_text_word_15_ratio,num_unusable_issues_cretor_prev_text_word_20,num_unusable_issues_cretor_prev_text_word_20_ratio
10,CE-28,Sub-task,CE,2017-04-19 03:34:50,,0,Add fabric 1.0 support scripts,,,Add fabric 1.0 support scripts $end$ $acceptance criteria:$,,Baohua Yang,Baohua Yang,Medium,6,,0,0,1,1,0,0,0,,0,583,0,0,0,2017-04-19 03:34:50,Add fabric 1.0 support scripts,,,0,0,0,0,0.0,Add fabric 1.0 support scripts $end$ $acceptance criteria:$,0,0,0,0,0,0,0,0.0,11,4,0.363636,3,0.272727,3,0.272727,2,0.181818,0,0.0
11,CE-3,Sub-task,CE,2017-01-12 05:48:04,,0,Add contribution doc,Describe how to contribute to cello.,,Add contribution doc $end$ Describe how to contribute to cello. $acceptance criteria:$,,Baohua Yang,Baohua Yang,Medium,3,,0,0,0,1,0,0,0,,0,583,0,0,0,2017-01-12 05:48:04,Add contribution doc,Describe how to contribute to cello.,,0,0,0,0,0.0,Add contribution doc $end$ Describe how to contribute to cello. $acceptance criteria:$,0,0,0,0,0,0,0,0.0,1,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0
12,CE-32,Task,CE,2017-05-03 06:04:20,,0,Enable rocketchat notification with patchset,"once there's new submission, a notification will be sent in the corresponding channel.",,"Enable rocketchat notification with patchset $end$ once there's new submission, a notification will be sent in the corresponding channel. $acceptance criteria:$",,Baohua Yang,Baohua Yang,Medium,2,,0,4,0,1,0,0,0,,0,583,4,0,0,2017-05-03 06:04:20,Enable rocketchat notification with patchset,"once there's new submission, a notification will be sent in the corresponding channel.",,0,0,0,0,0.0,"Enable rocketchat notification with patchset $end$ once there's new submission, a notification will be sent in the corresponding channel. $acceptance criteria:$",0,0,0,0,0,0,0,0.0,12,4,0.333333,3,0.25,3,0.25,2,0.166667,0,0.0
13,CE-33,Task,CE,2017-05-04 03:37:43,,0,Add documentation for user dashboard,"1. how to setup
2. how to use
3. design",,"Add documentation for user dashboard $end$ 1. how to setup
2. how to use
3. design $acceptance criteria:$",,Baohua Yang,Baohua Yang,Medium,3,,0,1,0,1,0,0,0,,0,583,1,0,0,2017-05-04 03:37:43,Add documentation for user dashboard,"1. how to setup
2. how to use
3. design",,0,0,0,0,0.0,"Add documentation for user dashboard $end$ 1. how to setup
2. how to use
3. design $acceptance criteria:$",0,0,0,0,0,0,0,0.0,13,4,0.307692,3,0.230769,3,0.230769,2,0.153846,0,0.0
14,CE-374,New Feature,CE,2018-05-25 19:40:22,,0,Add ansible plays to update BNA on existing network,"There are currently no ansible plays that take advantage of the ""composer network update"" command. The only way to perform a chaincode update via command line, currently, is to ssh into the master node and run it from there. Simplifying it to a single ansible play would be helpful.",,"Add ansible plays to update BNA on existing network $end$ There are currently no ansible plays that take advantage of the ""composer network update"" command. The only way to perform a chaincode update via command line, currently, is to ssh into the master node and run it from there. Simplifying it to a single ansible play would be helpful. $acceptance criteria:$",,Jordan Dearsley,Jordan Dearsley,Low,3,,0,1,0,1,0,0,0,,0,583,1,0,0,2018-05-25 19:40:22,Add ansible plays to update BNA on existing network,"There are currently no ansible plays that take advantage of the ""composer network update"" command. The only way to perform a chaincode update via command line, currently, is to ssh into the master node and run it from there. Simplifying it to a single ansible play would be helpful.",,0,0,0,0,0.0,"Add ansible plays to update BNA on existing network $end$ There are currently no ansible plays that take advantage of the ""composer network update"" command. The only way to perform a chaincode update via command line, currently, is to ssh into the master node and run it from there. Simplifying it to a single ansible play would be helpful. $acceptance criteria:$",0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
15,CE-4,Epic,CE,2017-01-12 09:09:14,,0,Support hyperledger fabric 1.0 ￼,"We already support 0.6 now.

Cello will support multiple blockchain types including fabric 1.0 and others.",,"Support hyperledger fabric 1.0 ￼ $end$ We already support 0.6 now.

Cello will support multiple blockchain types including fabric 1.0 and others. $acceptance criteria:$",,Baohua Yang,Baohua Yang,High,18,,1,0,8,1,0,4,3,,0,583,0,0,0,2017-01-13 08:18:24,Support fabric 1.0,We already support 0.6 now.,,3,1,0,13,1.18182,Support fabric 1.0 $end$ We already support 0.6 now. $acceptance criteria:$,4,1,1,1,0,0,1,23.15,2,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0
16,CE-5,Improvement,CE,2017-01-13 07:04:30,,0,rest server: update api definitions yml files.,update api definitions yaml files.,,rest server: update api definitions yml files. $end$ update api definitions yaml files. $acceptance criteria:$,,Haitao Yue,Haitao Yue,Low,8,,0,0,0,1,0,2,0,,0,583,0,0,0,2017-01-13 08:18:56,rest server: update api definitions iml files.,update api definitions iml files.,,1,1,0,4,0.133333,rest server: update api definitions iml files. $end$ update api definitions iml files. $acceptance criteria:$,2,1,0,0,0,0,0,1.23333,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
17,CE-51,New Feature,CE,2017-06-06 09:12:21,,0,Intergrate fabric-operator to Cello,"After discussion with [~baohua], seems we could integrate fabric-operator to Cello through expose specific API. 

The original [doc|https://docs.google.com/document/d/1x4W_hltmIybOkG4JGMX_cpEFcWqoi7aJHIFNHhzed8E/edit] is here. 

Since fabric-operator is using Golang and it is a independent module. It is better we use a dedicated repo to construct CI build.

[~ChristopherFerris] [~lehors] [~baohua]",,"Intergrate fabric-operator to Cello $end$ After discussion with [~baohua], seems we could integrate fabric-operator to Cello through expose specific API. 

The original [doc|https://docs.google.com/document/d/1x4W_hltmIybOkG4JGMX_cpEFcWqoi7aJHIFNHhzed8E/edit] is here. 

Since fabric-operator is using Golang and it is a independent module. It is better we use a dedicated repo to construct CI build.

[~ChristopherFerris] [~lehors] [~baohua] $acceptance criteria:$",,Kai Chen,Kai Chen,Medium,4,,0,4,0,1,0,0,1,,0,583,2,0,0,2017-06-24 04:13:12,Intergrate fabric-operator to Cello,"After discussion with [~baohua], seems we could integrate fabric-operator to Cello through expose specific API. 

The original [doc|https://docs.google.com/document/d/1x4W_hltmIybOkG4JGMX_cpEFcWqoi7aJHIFNHhzed8E/edit] is here. 

Since fabric-operator is using Golang and it is a independent module. It is better we use a dedicated repo to construct CI build.

[~ChristopherFerris] [~lehors] [~baohua]",,0,0,0,0,0.0,"Intergrate fabric-operator to Cello $end$ After discussion with [~baohua], seems we could integrate fabric-operator to Cello through expose specific API. 

The original [doc|https://docs.google.com/document/d/1x4W_hltmIybOkG4JGMX_cpEFcWqoi7aJHIFNHhzed8E/edit] is here. 

Since fabric-operator is using Golang and it is a independent module. It is better we use a dedicated repo to construct CI build.

[~ChristopherFerris] [~lehors] [~baohua] $acceptance criteria:$",0,0,0,0,0,0,0,427.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
18,CE-59,Improvement,CE,2017-06-19 11:17:32,,0,Add ansible for cello-analytics setup,"Using ansile to install log-analytics, monitor and other tools on master and each agent conveniently.",,"Add ansible for cello-analytics setup $end$ Using ansile to install log-analytics, monitor and other tools on master and each agent conveniently. $acceptance criteria:$",,Qiang Wang,Qiang Wang,Medium,8,,0,1,0,1,0,2,0,,0,583,1,1,0,2017-06-22 08:54:52,Add ansible for devops,"Using ansile to install log-analytics, monitor and other tools on master and each agent conveniently.",,1,0,0,3,0.0909091,"Add ansible for devops $end$ Using ansile to install log-analytics, monitor and other tools on master and each agent conveniently. $acceptance criteria:$",1,1,0,0,0,0,0,69.6167,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
19,CE-594,Task,CE,2019-04-11 14:14:30,,0,Add document about api engine source code,Add document about api engine source code,,Add document about api engine source code $end$ Add document about api engine source code $acceptance criteria:$,,Haitao Yue,Haitao Yue,Medium,3,,0,1,0,1,0,0,0,,0,583,1,0,0,2019-04-11 14:14:42,Add document about api engine source code,Add document about api engine source code,,0,0,0,0,0.0,Add document about api engine source code $end$ Add document about api engine source code $acceptance criteria:$,0,0,0,0,0,0,0,0.0,2,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0
20,CE-60,Task,CE,2017-06-20 07:09:37,,0,Fix documentation,"Fix empty lines and add several words.

Also for demo on hackfest.

 

 ",,"Fix documentation $end$ Fix empty lines and add several words.

Also for demo on hackfest.

 

  $acceptance criteria:$",,Baohua Yang,Baohua Yang,Medium,7,,0,1,0,1,0,2,0,,0,583,1,0,0,2017-06-20 07:09:37,Test to fix some bug,"for hackfest usage.

```python

code

```

 ",,1,1,0,23,1.07143,"Test to fix some bug $end$ for hackfest usage.

```python

code

```

  $acceptance criteria:$",2,1,1,1,1,1,1,0.0,14,4,0.285714,3,0.214286,3,0.214286,2,0.142857,0,0.0
21,CE-61,Task,CE,2017-06-21 08:00:12,,0,Add fabric 1.0 image pulling script,,,Add fabric 1.0 image pulling script $end$ $acceptance criteria:$,,Baohua Yang,Baohua Yang,High,4,,0,1,1,1,0,0,0,,0,583,1,0,0,2017-06-21 08:00:12,Add fabric 1.0 image pulling script,,,0,0,0,0,0.0,Add fabric 1.0 image pulling script $end$ $acceptance criteria:$,0,0,0,0,0,0,0,0.0,15,5,0.333333,4,0.266667,4,0.266667,3,0.2,1,0.0666667
22,CE-62,Task,CE,2017-06-21 09:03:08,,0,Add network and network_config module,"Implement following modules:

Network: a blockchain network, like a fabric network 

NetworkConfig: configurations of a blockchain network

 ",,"Add network and network_config module $end$ Implement following modules:

Network: a blockchain network, like a fabric network 

NetworkConfig: configurations of a blockchain network

  $acceptance criteria:$",,Baohua Yang,Baohua Yang,High,6,,0,1,1,1,0,0,0,,0,583,1,0,0,2017-06-21 09:03:08,Add network and network_config module,"Implement following modules:

Network: a blockchain network, like a fabric network 

NetworkConfig: configurations of a blockchain network

 ",,0,0,0,0,0.0,"Add network and network_config module $end$ Implement following modules:

Network: a blockchain network, like a fabric network 

NetworkConfig: configurations of a blockchain network

  $acceptance criteria:$",0,0,0,0,0,0,0,0.0,16,5,0.3125,4,0.25,4,0.25,3,0.1875,1,0.0625
23,CE-63,Task,CE,2017-06-21 09:11:52,,0,Update fabric 1.0 compose files,"We need to add some compose template to support fabric 1.0.

 

This can be found at fabric e2e example, but need to update to latest one, to support a quick bootup with a 2-org-4-peer network topology.",,"Update fabric 1.0 compose files $end$ We need to add some compose template to support fabric 1.0.

 

This can be found at fabric e2e example, but need to update to latest one, to support a quick bootup with a 2-org-4-peer network topology. $acceptance criteria:$",,Baohua Yang,Baohua Yang,High,4,,0,1,1,1,0,0,0,,0,583,1,0,0,2017-06-21 09:11:52,Update fabric 1.0 compose files,"We need to add some compose template to support fabric 1.0.

 

This can be found at fabric e2e example, but need to update to latest one, to support a quick bootup with a 2-org-4-peer network topology.",,0,0,0,0,0.0,"Update fabric 1.0 compose files $end$ We need to add some compose template to support fabric 1.0.

 

This can be found at fabric e2e example, but need to update to latest one, to support a quick bootup with a 2-org-4-peer network topology. $acceptance criteria:$",0,0,0,0,0,0,0,0.0,17,5,0.294118,4,0.235294,4,0.235294,3,0.176471,1,0.0588235
24,CE-64,Task,CE,2017-06-22 07:58:14,,0,Enable starting a 2-org-4-peer fabric 1.0 network on worker node,"Redesign the existing code (which is hardcoded to support fabric v0.6) to support multiple types of blockchain network, from fabric 1.0 to others.

 

And implement the fabric 1.0 running on worker node, i.e. users can start/stop a fabric 1.0 network (with exampled 2-org-4-peer config) at the worker node through RESTful API or dashboard.",,"Enable starting a 2-org-4-peer fabric 1.0 network on worker node $end$ Redesign the existing code (which is hardcoded to support fabric v0.6) to support multiple types of blockchain network, from fabric 1.0 to others.

 

And implement the fabric 1.0 running on worker node, i.e. users can start/stop a fabric 1.0 network (with exampled 2-org-4-peer config) at the worker node through RESTful API or dashboard. $acceptance criteria:$",,Baohua Yang,Baohua Yang,High,5,,0,0,1,1,0,0,0,,0,583,0,0,0,2017-06-22 08:40:25,Enable starting a 2-org-4-peer fabric 1.0 network on worker node,"Redesign the existing code (which is hardcoded to support fabric v0.6) to support multiple types of blockchain network, from fabric 1.0 to others.

 

And implement the fabric 1.0 running on worker node, i.e. users can start/stop a fabric 1.0 network (with exampled 2-org-4-peer config) at the worker node through RESTful API or dashboard.",,0,0,0,0,0.0,"Enable starting a 2-org-4-peer fabric 1.0 network on worker node $end$ Redesign the existing code (which is hardcoded to support fabric v0.6) to support multiple types of blockchain network, from fabric 1.0 to others.

 

And implement the fabric 1.0 running on worker node, i.e. users can start/stop a fabric 1.0 network (with exampled 2-org-4-peer config) at the worker node through RESTful API or dashboard. $acceptance criteria:$",0,0,0,0,0,0,0,0.7,18,5,0.277778,4,0.222222,4,0.222222,3,0.166667,1,0.0555556
25,CE-66,Task,CE,2017-06-23 05:08:47,,0,Release v0.6,"The v0.6 version finished the main structure to support BaaS.
 * Support fabric v0.6 as the blockchain networks
 * Support Docker Host as underly infra
 * Support Docker Swarm as underly infra
 * Provide an operational Web UI dashboard",,"Release v0.6 $end$ The v0.6 version finished the main structure to support BaaS.
 * Support fabric v0.6 as the blockchain networks
 * Support Docker Host as underly infra
 * Support Docker Swarm as underly infra
 * Provide an operational Web UI dashboard $acceptance criteria:$",,Baohua Yang,Baohua Yang,Medium,1,,0,0,0,1,0,0,0,,0,583,0,0,0,2017-06-23 05:08:47,Release v0.6,"The v0.6 version finished the main structure to support BaaS.
 * Support fabric v0.6 as the blockchain networks
 * Support Docker Host as underly infra
 * Support Docker Swarm as underly infra
 * Provide an operational Web UI dashboard",,0,0,0,0,0.0,"Release v0.6 $end$ The v0.6 version finished the main structure to support BaaS.
 * Support fabric v0.6 as the blockchain networks
 * Support Docker Host as underly infra
 * Support Docker Swarm as underly infra
 * Provide an operational Web UI dashboard $acceptance criteria:$",0,0,0,0,0,0,0,0.0,19,5,0.263158,4,0.210526,4,0.210526,3,0.157895,1,0.0526316
26,CE-67,Task,CE,2017-06-24 00:53:56,,0,Use the fabric 1.0.0-rc1 image,"Currently we are using 1.0.0-beta image

Need to update it to use the 1.0.0-rc1 image",,"Use the fabric 1.0.0-rc1 image $end$ Currently we are using 1.0.0-beta image

Need to update it to use the 1.0.0-rc1 image $acceptance criteria:$",,Baohua Yang,Baohua Yang,High,5,,0,1,0,1,0,0,0,,0,583,1,0,0,2017-06-24 00:55:13,Use the fabric 1.0.0-rc1 image,"Currently we are using 1.0.0-beta image

Need to update it to use the 1.0.0-rc1 image",,0,0,0,0,0.0,"Use the fabric 1.0.0-rc1 image $end$ Currently we are using 1.0.0-beta image

Need to update it to use the 1.0.0-rc1 image $acceptance criteria:$",0,0,0,0,0,0,0,0.0166667,20,5,0.25,4,0.2,4,0.2,3,0.15,1,0.05
